Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Valor de mercado,Vencimiento contrato,Partidos jugados,Minutos jugados,Goles,xG,Asistencias,xA,Duelos/90,"Duelos ganados, %",País de nacimiento,Pasaporte,Pie,Altura,Peso,En préstamo,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Centros desde la banda izquierda/90,"Precisión centros desde la banda izquierda, %",Centros desde la banda derecha/90,"Precisión centros desde la banda derecha, %",Centros al área pequeña/90,Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases cortos / medios /90,"Precisión pases cortos / medios, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90.1,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90.1,Tiros libres/90,Tiros libres directos/90,"Tiros libres directos, %",Córneres/90,Penaltis a favor,"Penaltis realizados, %",Temporada,pos_primaria,grupo,cluster,arquetipo,distancia_centroide,pureza_arquetipo,pca1,pca2
Samu Omorodion,Deportivo Alavés,Deportivo Alavés,CF,22,0,2029-06-30,35,2188,9,10.67,1,0.57,25.71,31.36,Spain,"Spain, Nigeria",derecho,193,80,no,2.8,2.3,51.79,7.32,35.96,0.04,0.05,0.21,1.56,1.79,1.23,6,0.25,0,0.0,1.77,0.37,9,0.37,0.44,3,0.12,57,2.34,43.86,15.789,0.04,0.21,20.0,0.04,100.0,0.16,0.0,0.0,2.26,30.91,10.9,26.42,3.17,0.86,0.49,7.36,1.4,1.4,11.93,78.28,1.93,65.96,4.4,88.79,2.92,81.69,11.48,79.93,0.25,50.0,13.22,3.26,0.02,0.37,0.04,0.0,0.04,0.0,0.16,0.82,55.0,0.37,66.67,0.04,0.0,0.49,0.04,0.82,70.0,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,2,Clásico de Área,1.3656091628567806,80.4,0.408915230991987,-0.8361219132125096
Willian José,Real Betis,Real Betis,CF,34,5000000,2026-12-31,33,2164,10,7.89,2,1.78,15.47,32.26,Brazil,"Brazil, Spain",derecho,186,87,no,1.87,1.29,64.52,3.99,34.38,0.0,0.0,0.12,1.04,1.31,0.37,0,0.0,1,0.04,1.54,0.42,10,0.42,0.33,1,0.04,47,1.95,55.32,21.277,0.08,0.33,62.5,0.08,100.0,0.25,50.0,0.0,0.54,46.15,7.24,22.99,3.33,0.5,0.08,13.39,0.87,0.83,20.96,84.13,3.2,66.23,7.32,89.77,5.53,89.47,19.51,84.65,1.16,82.14,14.28,17.8,0.07,0.79,0.08,0.0,0.04,0.0,0.29,1.41,73.53,0.62,60.0,0.04,100.0,0.71,0.12,1.75,73.81,0,,0,,0,0,0,0.0,,,0.04,,,0.17,0.17,50.0,0.0,0,0.0,2023-24,CF,Delantero,1,Asociativo/Falso 9,2.1034494113081528,24.1,0.5111066681595176,-1.8241794681947754
Álvaro Morata,Atlético Madrid,Atlético Madrid,CF,33,16000000,2028-06-30,32,2090,15,13.89,2,1.73,20.02,41.72,Spain,Spain,derecho,183,84,si,3.49,3.23,54.67,4.61,53.27,0.0,0.0,0.17,1.72,2.15,1.42,3,0.13,1,0.04,3.14,0.65,15,0.65,0.6,5,0.22,63,2.71,50.79,23.81,0.09,0.73,47.06,0.43,40.0,0.26,50.0,0.04,2.02,70.21,7.19,35.33,4.35,0.65,0.43,9.95,0.95,1.51,14.12,74.7,2.54,62.71,4.05,87.23,4.26,74.75,12.57,77.74,0.82,52.63,15.29,15.66,0.07,0.43,0.04,0.0,0.13,0.0,0.22,1.08,68.0,0.6,64.29,0.17,0.0,0.3,0.34,1.46,52.94,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1,0.0,2023-24,CF,Delantero,2,Clásico de Área,1.7759904052633886,54.3,2.2553212054437597,-1.425680357313984
Léo Baptistão,Almería,Almería,"CF, RAMF, RW",33,1500000,2026-06-30,32,2063,6,6.12,0,0.85,19.63,36.22,Brazil,"Brazil, Spain",derecho,185,72,no,4.93,3.58,53.66,5.63,31.78,0.57,0.73,0.04,2.44,3.16,0.83,6,0.26,1,0.04,1.7,0.26,6,0.26,0.27,0,0.0,41,1.79,41.46,14.634,0.0,1.09,24.0,0.09,0.0,1.0,26.09,0.22,1.61,40.54,6.19,33.1,2.57,1.09,0.74,14.88,1.83,1.18,22.03,68.91,5.15,50.85,5.5,84.13,6.41,66.67,19.63,72.44,1.4,53.13,17.59,11.78,0.04,0.44,0.04,0.04,0.13,33.33,0.13,2.05,51.06,0.96,36.36,0.35,37.5,0.39,0.31,3.71,50.59,0,,0,,0,0,0,0.0,,,0.04,,,0.04,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,0,Físico/Presor,0.767224696746908,100.0,-1.1548926982696759,0.8311607629340158
C. Larin,Mallorca,Mallorca,CF,31,4000000,2028-06-30,35,2032,3,10.16,1,1.0,27.99,36.71,Canada,"Canada, Jamaica",derecho,188,90,si,3.76,3.32,62.67,9.12,38.83,0.31,0.42,0.22,1.37,1.84,1.2,8,0.35,0,0.0,2.48,0.13,3,0.13,0.45,0,0.0,60,2.66,40.0,5.0,0.04,0.89,30.0,0.44,20.0,0.44,40.0,0.22,2.26,49.02,9.52,29.77,4.12,1.11,0.27,7.49,1.64,1.42,10.01,71.68,1.55,42.86,2.66,85.0,3.01,70.59,8.95,76.73,0.18,25.0,12.87,1.75,0.04,0.31,0.0,0.0,0.09,50.0,0.22,0.58,69.23,0.44,20.0,0.09,50.0,0.27,0.18,0.71,50.0,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,2,Clásico de Área,2.8499451315629307,20.7,0.06755657097392062,0.242801007060706
Vinícius Júnior,Real Madrid,Real Madrid,"CF, LWF",25,0,2027-06-30,26,2025,15,13.55,4,3.76,26.53,43.05,Brazil,"Brazil, Spain",derecho,176,73,no,3.69,4.58,55.34,0.49,9.09,0.22,0.32,0.04,0.93,1.34,1.07,7,0.31,0,0.0,8.62,0.67,14,0.62,0.6,2,0.09,74,3.29,52.7,20.27,0.18,3.16,26.76,3.07,24.64,0.09,100.0,0.62,11.51,48.65,19.02,43.22,6.89,6.76,1.78,27.47,2.44,2.31,30.22,74.71,5.2,68.38,8.27,90.86,9.33,65.71,25.07,81.74,2.18,63.27,16.96,36.81,0.17,0.89,0.0,0.0,0.76,58.82,0.67,2.22,72.0,3.56,43.75,1.07,54.17,2.04,0.8,3.69,81.93,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.22,1,100.0,2023-24,CF,Delantero,3,Móvil/Espacios,3.7010534147143197,8.3,6.120064077446373,5.020899454868139
Jaime Mata,Getafe,Getafe,"CF, LW",37,900000,2026-06-30,35,2014,5,5.66,1,1.16,24.18,33.46,Spain,Spain,derecho,186,79,no,4.47,5.05,45.13,6.43,37.5,0.09,0.12,0.0,2.1,2.87,2.77,9,0.4,1,0.04,1.79,0.22,5,0.22,0.25,1,0.04,31,1.39,35.48,16.129,0.04,1.74,28.21,1.52,26.47,0.22,40.0,0.09,1.16,69.23,6.35,28.87,2.9,0.45,0.09,13.9,2.32,1.03,21.18,72.15,2.82,44.44,7.37,87.27,6.7,67.33,18.14,78.08,1.3,48.28,15.65,14.69,0.05,0.45,0.04,0.0,0.0,0.0,0.36,1.47,45.45,1.79,42.5,0.22,20.0,0.71,0.58,2.23,62.0,0,,0,,0,0,0,0.0,,,0.09,,,0.0,0.0,0.0,0.04,0,0.0,2023-24,CF,Delantero,1,Asociativo/Falso 9,1.7933166790604462,43.4,-1.9773882218322427,-0.08989132235511839
Sandro Ramírez,Las Palmas,Las Palmas,"CF, LW, LWF",30,0,2026-06-30,27,1946,1,4.31,3,3.55,17.16,40.16,Spain,Spain,derecho,175,72,no,3.01,2.87,58.06,1.11,37.5,0.09,0.14,0.05,1.25,1.95,0.88,3,0.14,0,0.0,4.16,0.05,1,0.05,0.2,0,0.0,51,2.36,37.25,1.961,0.14,1.85,32.5,1.2,34.62,0.65,28.57,0.32,4.81,53.85,10.68,38.96,3.38,2.36,0.51,21.92,2.03,1.57,27.24,81.15,4.25,66.3,7.63,93.33,8.37,85.64,24.42,85.23,1.11,66.67,15.59,21.19,0.16,1.57,0.0,0.0,0.28,33.33,0.32,1.25,62.96,1.66,72.22,0.28,33.33,1.2,0.55,3.01,75.38,0,,0,,0,0,0,0.0,,,0.14,,,0.79,0.28,33.33,3.1,1,0.0,2023-24,CF,Delantero,0,Físico/Presor,2.9354301257819055,19.4,-0.4233934144992001,2.274167986537517
Joselu,Real Madrid,Real Madrid,CF,36,5000000,2026-06-30,34,1915,10,11.67,2,2.66,12.08,41.25,Germany,"Germany, Spain",derecho,191,86,no,2.11,1.36,68.97,3.81,49.38,0.0,0.0,0.05,1.17,1.79,0.47,1,0.05,0,0.0,1.93,0.47,10,0.47,0.55,4,0.19,55,2.58,52.73,18.182,0.09,0.42,22.22,0.09,0.0,0.28,33.33,0.0,0.52,45.45,4.14,30.68,4.46,0.19,0.05,12.97,1.93,0.66,15.32,76.69,2.73,65.52,5.36,90.35,3.2,69.12,14.62,78.78,0.38,50.0,12.36,6.59,0.12,0.52,0.09,0.0,0.28,83.33,0.38,0.89,57.89,0.33,71.43,0.23,80.0,0.85,0.05,0.99,47.62,0,,0,,0,0,0,0.0,,,0.05,,,0.0,0.0,0.0,0.0,2,0.0,2023-24,CF,Delantero,2,Clásico de Área,1.895094313870654,50.0,1.9215473424868519,-1.9649644494741785
Sergio Camello,Rayo Vallecano,Rayo Vallecano,CF,25,3000000,2027-06-30,31,1817,3,5.53,1,1.06,17.29,28.65,Spain,Spain,derecho,177,69,no,3.71,3.07,53.23,3.32,19.4,0.0,0.0,0.1,2.08,2.83,0.74,3,0.15,0,0.0,1.78,0.15,3,0.15,0.27,0,0.0,30,1.49,43.33,10.0,0.05,0.4,25.0,0.2,25.0,0.15,33.33,0.05,2.48,36.0,7.58,25.49,2.43,0.94,0.25,12.68,1.29,0.59,17.88,73.41,4.11,56.63,4.71,85.26,4.31,73.56,16.99,75.51,0.5,40.0,14.54,10.79,0.05,0.59,0.05,0.0,0.64,23.08,0.15,2.08,69.05,1.09,50.0,0.59,0.0,0.79,0.05,2.13,72.09,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,1,Asociativo/Falso 9,1.449263286540939,61.4,-1.8621167340906235,0.1263764721236474
Juanmi Latasa,Getafe,Getafe,CF,25,2800000,2029-06-30,32,1763,2,5.33,0,1.49,38.9,37.01,Spain,Spain,izquierdo,192,85,no,3.17,3.83,38.67,16.59,49.54,0.15,0.21,0.0,1.53,2.13,3.27,6,0.31,1,0.05,1.17,0.1,2,0.1,0.27,2,0.1,35,1.79,42.86,5.714,0.0,0.26,0.0,0.2,0.0,0.05,0.0,0.0,0.92,33.33,7.71,28.48,3.52,0.41,0.1,7.66,2.65,1.94,13.07,64.84,2.45,39.58,3.57,80.0,3.57,61.43,12.56,66.26,0.31,50.0,13.36,3.66,0.08,0.61,0.0,0.0,0.2,50.0,0.2,1.38,37.04,1.02,50.0,0.2,50.0,1.02,0.05,0.87,47.06,0,,0,,0,0,0,0.0,,,0.05,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,1,Asociativo/Falso 9,2.014758380571307,26.5,-1.7181840518241696,-0.08743551223597763
Á. Correa,Atlético Madrid,Atlético Madrid,"CF, RW",31,0,2030-06-30,32,1704,9,8.02,3,4.43,20.12,43.57,Argentina,"Argentina, Spain",derecho,171,70,no,4.33,4.91,59.14,0.95,27.78,0.16,0.21,0.0,1.27,1.71,1.21,3,0.16,0,0.0,4.07,0.48,8,0.42,0.42,2,0.11,44,2.32,47.73,20.455,0.16,1.9,25.0,0.42,37.5,1.43,22.22,0.37,3.8,52.78,10.77,39.71,5.7,1.37,0.37,19.81,1.27,1.69,25.56,78.51,5.28,69.0,6.87,93.08,6.13,74.14,22.92,83.41,0.74,64.29,14.0,12.23,0.23,1.69,0.05,0.05,0.58,81.82,0.9,2.06,61.54,2.59,57.14,0.48,66.67,2.01,0.58,2.11,72.5,0,,0,,0,0,0,0.0,,,0.11,,,0.16,0.0,0.0,1.11,1,100.0,2023-24,CF,Delantero,2,Clásico de Área,1.442267738938745,78.3,1.760558570112291,0.5548697487565085
Kike García,Deportivo Alavés,Deportivo Alavés,CF,36,1000000,2027-06-30,33,1601,3,9.32,1,1.37,26.93,39.25,Spain,Spain,derecho,186,79,no,3.94,2.53,64.44,6.86,39.34,0.11,0.15,0.28,2.19,2.87,1.29,3,0.17,0,0.0,2.81,0.17,3,0.17,0.52,1,0.06,51,2.87,49.02,5.882,0.06,0.84,46.67,0.34,66.67,0.51,33.33,0.06,1.69,53.33,10.29,33.88,4.89,0.56,0.22,8.54,1.63,1.86,14.67,74.33,3.49,59.68,3.32,84.75,4.78,80.0,12.93,77.83,0.96,52.94,15.82,11.36,0.08,0.62,0.06,0.0,0.17,66.67,0.22,1.86,63.64,0.96,58.82,0.17,33.33,0.73,0.34,1.69,73.33,0,,0,,0,0,0,0.0,,,0.06,,,0.0,0.0,0.0,0.0,1,0.0,2023-24,CF,Delantero,2,Clásico de Área,2.928525018872843,17.4,0.571700427952345,-0.12685872277950092
Raul García,Osasuna,Osasuna,CF,25,4000000,2028-06-30,35,1537,6,6.56,1,0.88,20.9,31.93,Spain,Spain,derecho,192,70,no,3.34,2.69,56.52,8.14,30.94,0.18,0.24,0.23,1.64,2.23,0.76,4,0.23,0,0.0,1.64,0.35,6,0.35,0.38,1,0.06,29,1.7,41.38,20.69,0.06,0.47,25.0,0.12,50.0,0.35,16.67,0.06,1.64,46.43,6.73,23.48,3.22,0.47,0.18,10.19,1.76,0.7,14.23,72.02,2.64,66.67,4.63,86.08,3.1,67.92,13.53,73.16,0.23,100.0,13.41,3.8,0.05,0.47,0.06,0.0,0.12,50.0,0.23,1.41,75.0,0.41,42.86,0.0,0.0,0.29,0.0,1.23,66.67,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,1,Asociativo/Falso 9,1.0966543884145374,83.1,-0.30587076306376393,-1.366700261263637
Roger Martí,Cádiz,Cádiz,CF,35,1200000,2026-06-30,23,1485,2,4.14,3,1.33,22.18,34.43,Spain,Spain,derecho,179,74,no,4.79,5.45,53.33,4.06,23.88,0.18,0.22,0.12,1.7,2.09,2.18,3,0.18,0,0.0,1.64,0.12,2,0.12,0.25,1,0.06,31,1.88,35.48,6.452,0.18,0.73,16.67,0.36,16.67,0.36,16.67,0.0,1.09,55.56,7.33,28.1,2.91,0.42,0.24,12.97,1.58,1.76,19.27,71.38,4.36,52.78,5.52,86.81,4.97,70.73,17.21,75.0,1.33,54.55,14.65,18.29,0.08,0.42,0.06,0.0,0.48,50.0,0.48,2.42,47.5,1.09,55.56,0.55,55.56,0.61,0.12,2.06,70.59,0,,0,,0,0,0,0.0,,,0.06,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,0,Físico/Presor,1.348462951583191,91.0,-2.0289482966376133,0.7454821034024899
Abdón Prats,Mallorca,Mallorca,CF,33,1800000,2028-06-30,34,1460,6,3.53,1,1.32,21.21,28.78,Spain,Spain,izquierdo,181,81,no,1.97,1.73,35.71,7.58,31.71,0.06,0.08,0.18,1.29,1.77,1.05,4,0.25,0,0.0,1.73,0.37,6,0.37,0.22,3,0.18,29,1.79,44.83,20.69,0.06,0.31,20.0,0.25,25.0,0.06,0.0,0.06,1.11,66.67,6.78,23.64,2.03,0.25,0.12,7.64,1.48,1.05,12.58,64.71,2.96,58.33,2.28,64.86,4.19,73.53,11.34,68.48,0.92,33.33,16.03,12.08,0.08,0.49,0.0,0.0,0.37,33.33,0.25,1.05,52.94,1.05,52.94,0.37,33.33,0.62,0.06,1.42,60.87,0,,0,,0,0,0,0.0,,,0.06,,,0.31,0.12,0.0,0.12,0,0.0,2023-24,CF,Delantero,1,Asociativo/Falso 9,1.349116830730271,71.1,-1.0134291531695374,-1.9882463068110423
Raúl de Tomás,Rayo Vallecano,Rayo Vallecano,CF,31,2000000,2027-06-30,25,1397,1,3.5,2,0.43,20.87,31.79,Spain,"Spain, Dominican Republic",derecho,180,79,si,2.77,2.83,52.27,4.77,32.43,0.13,0.18,0.0,1.16,1.6,1.42,5,0.32,0,0.0,2.06,0.06,0,0.0,0.23,0,0.0,35,2.25,34.29,2.857,0.13,0.84,0.0,0.45,0.0,0.32,0.0,0.26,2.51,46.15,10.76,28.14,3.03,0.52,0.26,11.4,1.87,1.68,16.11,82.8,1.87,72.41,4.83,93.33,5.8,76.67,14.11,87.67,1.29,75.0,16.1,23.68,0.03,0.26,0.06,0.0,0.13,100.0,0.26,1.22,73.68,0.52,37.5,0.06,100.0,0.52,0.06,1.35,66.67,0,,0,,0,0,0,0.0,,,0.0,,,0.19,0.19,0.0,0.0,1,100.0,2023-24,CF,Delantero,1,Asociativo/Falso 9,2.672919660412615,4.8,-1.4844078806244263,0.3845369834781171
Ferrán Torres,Barcelona,Barcelona,"CF, LAMF, RWF",26,0,2027-06-30,29,1393,7,5.06,2,2.19,12.02,39.78,Spain,Spain,derecho,184,77,no,3.49,2.26,54.29,1.23,36.84,0.71,1.33,0.06,1.55,2.89,0.45,2,0.13,0,0.0,3.04,0.45,7,0.45,0.33,0,0.0,38,2.46,39.47,18.421,0.13,1.42,40.91,0.65,40.0,0.78,41.67,0.13,2.0,61.29,6.53,36.63,3.42,1.03,0.52,23.84,1.81,1.03,27.33,79.2,5.04,58.97,7.17,93.69,9.11,80.14,24.68,81.68,1.42,77.27,15.72,19.92,0.14,1.16,0.06,0.0,0.65,40.0,0.52,2.26,62.86,2.78,53.49,0.58,33.33,1.55,0.52,3.17,79.59,0,,0,,0,0,0,0.0,,,0.13,,,0.13,0.13,50.0,0.65,0,0.0,2023-24,CF,Delantero,2,Clásico de Área,1.7303655651871563,56.5,1.1666449558271674,0.11995592243407704
M. Gómez,Cádiz,Cádiz,CF,29,0,2026-12-31,31,1351,0,1.49,0,0.76,28.91,36.18,Uruguay,Uruguay,derecho,186,91,no,1.53,1.87,35.71,10.33,43.23,0.13,0.17,0.13,0.73,0.93,1.2,2,0.13,0,0.0,1.13,0.0,0,0.0,0.1,0,0.0,14,0.93,42.86,0.0,0.0,1.67,24.0,0.2,0.0,1.47,27.27,0.2,0.73,45.45,6.73,30.69,2.53,0.67,0.07,7.59,2.2,2.13,13.32,58.5,2.8,47.62,3.0,86.67,4.66,54.29,11.26,64.5,0.6,22.22,16.47,10.96,0.05,0.47,0.0,0.0,0.07,0.0,0.13,1.27,42.11,1.27,42.11,0.07,0.0,0.53,0.47,1.13,58.82,0,,0,,0,0,0,0.0,,,0.07,,,0.07,0.07,0.0,0.0,0,0.0,2023-24,CF,Delantero,1,Asociativo/Falso 9,3.5605907937477324,1.2,-2.8630255586593854,-0.24463931391985463
U. Sadiq,Real Sociedad,Real Sociedad,CF,29,10000000,2028-06-30,26,1242,3,3.35,1,1.2,32.03,28.73,Nigeria,Nigeria,derecho,192,85,no,3.41,4.93,44.12,6.74,25.81,0.0,0.0,0.0,1.23,2.23,3.33,4,0.29,0,0.0,2.9,0.22,3,0.22,0.24,1,0.07,32,2.32,34.38,9.375,0.07,1.01,14.29,0.36,20.0,0.65,11.11,0.0,4.57,39.68,15.36,24.53,3.33,1.38,0.29,6.96,1.01,1.38,12.83,74.58,2.68,51.35,3.62,94.0,4.13,70.18,11.38,80.25,0.51,71.43,12.37,8.07,0.09,0.51,0.07,0.0,0.29,50.0,0.51,1.01,78.57,1.16,31.25,0.22,33.33,0.8,0.07,0.87,66.67,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,0,Físico/Presor,1.8253924290806953,61.2,-0.980783203636841,0.5074328958411166
José Luis Morales,Villarreal,Villarreal,"CF, RW, LW",38,1500000,2026-06-30,29,1219,7,4.89,0,0.65,12.85,29.89,Spain,Spain,derecho,180,74,no,3.1,3.32,60.0,1.4,15.79,0.0,0.0,0.07,1.11,1.4,0.3,0,0.0,0,0.0,1.99,0.52,7,0.52,0.36,0,0.0,24,1.77,50.0,29.167,0.0,1.11,33.33,0.66,33.33,0.44,33.33,0.07,3.17,23.26,5.98,19.75,2.66,1.7,1.03,12.18,0.89,0.3,15.06,74.51,2.58,54.29,3.84,92.31,5.17,74.29,13.07,78.53,0.96,69.23,17.7,14.79,0.05,0.3,0.07,0.15,0.15,0.0,0.22,1.11,66.67,0.96,30.77,0.07,0.0,0.44,0.22,2.07,53.57,0,,0,,0,0,0,0.0,,,0.07,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,2,Clásico de Área,3.0699137282199986,14.1,0.8397956004744824,-0.20015678789247188
Isaac Romero,Sevilla,Sevilla,CF,26,18000000,2028-06-30,14,1120,4,7.66,4,2.01,18.08,40.0,Spain,Spain,izquierdo,184,77,no,4.02,4.58,52.63,2.81,40.0,0.0,0.0,0.0,1.61,1.85,2.01,2,0.16,0,0.0,3.38,0.32,4,0.32,0.62,1,0.08,39,3.13,43.59,10.256,0.32,1.21,26.67,0.96,25.0,0.24,33.33,0.08,2.41,63.33,7.39,40.22,3.78,1.37,0.64,11.97,1.77,1.37,15.67,72.31,2.73,44.12,5.46,91.18,4.1,64.71,14.06,77.14,0.48,33.33,14.72,15.47,0.16,0.88,0.08,0.0,0.56,28.57,0.8,1.29,43.75,1.69,52.38,0.56,28.57,0.72,0.32,1.77,63.64,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,2,Clásico de Área,2.167126477921452,38.0,1.349094397887928,0.7526893841890631
A. Douvikas,Celta de Vigo,Celta de Vigo,CF,26,6000000,2029-06-30,32,1111,7,3.63,1,1.03,24.06,38.72,Greece,Greece,derecho,186,76,no,4.37,4.46,52.73,5.91,50.68,0.89,1.09,0.08,1.13,1.38,1.3,2,0.16,0,0.0,2.19,0.57,7,0.57,0.29,1,0.08,24,1.94,58.33,29.167,0.08,0.32,50.0,0.0,0.0,0.24,33.33,0.16,1.78,50.0,8.42,34.62,2.67,0.89,0.41,8.42,1.22,2.43,10.86,71.64,1.94,54.17,3.4,90.48,2.67,63.64,10.13,72.0,0.41,80.0,13.01,3.78,0.08,0.49,0.0,0.0,0.08,0.0,0.41,1.54,42.11,0.57,71.43,0.08,0.0,0.57,0.16,1.13,71.43,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,CF,Delantero,1,Asociativo/Falso 9,2.6038522150350927,8.4,0.08097251945194198,-1.3072861476504019
José Arnáiz,Osasuna,Osasuna,"CF, LW, LWF",30,2000000,2027-06-30,26,1062,2,1.87,1,2.07,21.53,35.83,Spain,Spain,derecho,173,70,no,4.75,5.34,49.21,2.37,35.71,0.08,0.11,0.17,2.03,2.72,0.85,3,0.25,0,0.0,3.14,0.17,2,0.17,0.16,0,0.0,26,2.2,34.62,7.692,0.08,1.27,26.67,0.93,27.27,0.34,25.0,0.08,4.15,48.98,10.68,34.13,2.46,2.12,0.59,15.0,1.36,1.61,21.53,83.07,3.22,55.26,7.88,94.62,4.92,87.93,19.66,87.93,0.59,42.86,13.46,11.21,0.18,1.27,0.0,0.0,0.0,0.0,0.17,0.93,63.64,1.02,66.67,0.0,0.0,0.42,0.34,1.44,76.47,0,,0,,0,0,0,0.0,,,0.17,,,1.44,0.42,40.0,1.95,0,0.0,2023-24,CF,Delantero,0,Físico/Presor,0.8345809502869758,98.5,-1.6369644700864432,2.123684614028181
André Almeida,Valencia,Valencia,"CF, AMF",26,15000000,2029-06-30,18,1061,2,0.87,1,0.71,20.7,48.77,Portugal,Portugal,derecho,176,62,no,6.79,6.62,70.51,1.87,27.27,0.25,0.3,0.08,1.87,2.21,0.93,0,0.0,0,0.0,2.54,0.17,2,0.17,0.07,0,0.0,10,0.85,40.0,20.0,0.08,1.36,37.5,0.68,25.0,0.59,42.86,0.08,2.97,51.43,9.67,42.11,1.1,1.61,0.76,21.46,0.51,1.61,31.89,82.98,8.4,72.73,7.97,91.49,8.4,83.84,28.33,87.72,2.21,50.0,18.36,23.63,0.06,0.68,0.0,0.0,0.42,40.0,0.42,4.07,77.08,1.95,60.87,1.19,42.86,0.85,0.42,3.22,68.42,0,,0,,0,0,0,0.0,,,0.17,,,0.34,0.08,0.0,0.51,0,0.0,2023-24,CF,Delantero,0,Físico/Presor,3.391985925450875,11.9,-3.036419762374114,1.9540181438786137
Gonçalo Guedes,Villarreal,Villarreal,"CF, LW",29,15000000,2028-06-30,17,1052,3,1.98,2,1.25,15.23,42.13,Portugal,Portugal,derecho,179,68,no,3.59,3.94,60.87,0.94,18.18,0.09,0.11,0.0,1.11,1.37,0.51,0,0.0,0,0.0,2.65,0.26,3,0.26,0.17,0,0.0,23,1.97,34.78,13.043,0.17,2.22,38.46,0.68,50.0,1.45,35.29,0.34,2.31,44.44,7.79,39.56,4.11,2.05,1.11,22.16,1.8,1.37,27.12,76.34,5.99,74.29,6.84,91.25,8.56,66.0,23.61,81.16,1.37,50.0,17.41,25.15,0.11,0.94,0.09,0.0,0.34,25.0,0.51,2.4,82.14,3.17,67.57,0.26,66.67,1.37,0.86,3.59,76.19,0,,0,,0,0,0,0.0,,,0.09,,,0.17,0.0,0.0,0.68,0,0.0,2023-24,CF,Delantero,0,Físico/Presor,2.6618616062102243,29.9,0.34491681449121636,2.3934917158439077
